date,z_n,z_n_minus_1
2018-01-03,0.008332636701785745,NA
2018-01-04,0.0017506878534643278,0.008332636701785745
2018-01-05,0.00825218728355459,0.0017506878534643278
2018-01-08,0.002914532733845121,0.00825218728355459
2018-01-09,8.644584408550315e-4,0.002914532733845121
2018-01-10,-0.0013983586964876338,8.644584408550315e-4
2018-01-11,0.008104262147179853,-0.0013983586964876338
2018-01-12,0.006810061387406918,0.008104262147179853
2018-01-16,-0.005159937189423758,0.006810061387406918
2018-01-17,0.010272779947747779,-0.005159937189423758
2018-01-18,-3.055954673882866e-4,0.010272779947747779
2018-01-19,0.005512437935738745,-3.055954673882866e-4
2018-01-22,0.009719001025395357,0.005512437935738745
2018-01-23,0.007029774680555434,0.009719001025395357
2018-01-24,-0.006081217525638394,0.007029774680555434
2018-01-25,-5.260818168331127e-4,-0.006081217525638394
2018-01-26,0.012685067344250456,-5.260818168331127e-4
2018-01-29,-0.005244404252838564,0.012685067344250456
2018-01-30,-0.008612579878180426,-0.005244404252838564
2018-01-31,0.0012150702622424348,-0.008612579878180426
2018-02-01,-0.0034628038632558145,0.0012150702622424348
2018-02-02,-0.019814902727970818,-0.0034628038632558145
2018-02-05,-0.038491684997804754,-0.019814902727970818
2018-02-06,0.02106813455178269,-0.038491684997804754
2018-02-07,-0.009020464099426917,0.02106813455178269
2018-02-08,-0.03975026748981847,-0.009020464099426917
2018-02-09,0.01425933487898412,-0.03975026748981847
2018-02-12,0.01551218097790219,0.01425933487898412
2018-02-13,0.004508581526369682,0.01551218097790219
2018-02-14,0.018381411494061695,0.004508581526369682
2018-02-15,0.015668329507535717,0.018381411494061695
2018-02-16,-0.0023399676072681785,0.015668329507535717
2018-02-20,-7.130350704702693e-4,-0.0023399676072681785
2018-02-21,-0.002225226114822121,-7.130350704702693e-4
2018-02-22,-0.0011283555786931743,-0.002225226114822121
2018-02-23,0.017501799981989308,-0.0011283555786931743
2018-02-26,0.011392585865809934,0.017501799981989308
2018-02-27,-0.01235252100109463,0.011392585865809934
2018-02-28,-0.007853073163015978,-0.01235252100109463
2018-03-01,-0.012792821286838674,-0.007853073163015978
2018-03-02,0.010709030898665262,-0.012792821286838674
2018-03-05,0.009985954582790058,0.010709030898665262
2018-03-06,0.00561799640889582,0.009985954582790058
2018-03-07,0.0033368173057493067,0.00561799640889582
2018-03-08,0.004222756671200756,0.0033368173057493067
2018-03-09,0.017728396583814643,0.004222756671200756
2018-03-12,0.003631864810273555,0.017728396583814643
2018-03-13,-0.01024028698970092,0.003631864810273555
2018-03-14,-0.001892308334559445,-0.01024028698970092
2018-03-15,-0.0020121879632792883,-0.001892308334559445
2018-03-16,3.341412765323071e-5,-0.0020121879632792883
2018-03-19,-0.018582466273707965,3.341412765323071e-5
2018-03-20,0.0027276103129096896,-0.018582466273707965
2018-03-21,-0.0025846779427443067,0.0027276103129096896
2018-03-22,-0.024616765349245284,-0.0025846779427443067
2018-03-23,-0.024580085067823276,-0.024616765349245284
2018-03-26,0.032067301372975976,-0.024580085067823276
2018-03-27,-0.02976181025483804,0.032067301372975976
2018-03-28,-0.008537078245364427,-0.02976181025483804
2018-03-29,0.016302769090529523,-0.008537078245364427
2018-04-02,-0.02775203796376502,0.016302769090529523
2018-04-03,0.010304574212671724,-0.02775203796376502
2018-04-04,0.014421657157893009,0.010304574212671724
2018-04-05,0.004878651447885574,0.014421657157893009
2018-04-06,-0.023077620539867283,0.004878651447885574
2018-04-09,0.005081704095747597,-0.023077620539867283
2018-04-10,0.020501060422379425,0.005081704095747597
2018-04-11,-0.0035683765155933855,0.020501060422379425
2018-04-12,0.010024549074824307,-0.0035683765155933855
2018-04-13,-0.004716838074624974,0.010024549074824307
2018-04-16,0.00695931119426163,-0.004716838074624974
2018-04-17,0.01729170024394122,0.00695931119426163
2018-04-18,0.0019401496990543166,0.01729170024394122
2018-04-19,-0.007868890021573094,0.0019401496990543166
2018-04-20,-0.012782287752646226,-0.007868890021573094
2018-04-23,-0.002456059623153095,-0.012782287752646226
2018-04-24,-0.017155263282234046,-0.002456059623153095
2018-04-25,-5.152865730764233e-4,-0.017155263282234046
2018-04-26,0.01627801411689056,-5.152865730764233e-4
2018-04-27,1.5726803845517168e-4,0.01627801411689056
2018-04-30,-0.00754684558648222,1.5726803845517168e-4
2018-05-01,0.009076671592714192,-0.00754684558648222
2018-05-02,-0.004187910891095825,0.009076671592714192
2018-05-03,-0.001797160994872371,-0.004187910891095825
2018-05-04,0.01699189975559179,-0.001797160994872371
2018-05-07,0.0076809353548821235,0.01699189975559179
2018-05-08,2.3258032450534927e-4,0.0076809353548821235
2018-05-09,0.009996824993939057,2.3258032450534927e-4
2018-05-10,0.008824823149733874,0.009996824993939057
2018-05-11,-2.8232755347268323e-4,0.008824823149733874
2018-05-14,0.0011394395223920384,-2.8232755347268323e-4
2018-05-15,-0.008086495972408514,0.0011394395223920384
2018-05-16,0.006328176283989961,-0.008086495972408514
2018-05-17,-0.0021419176233390402,0.006328176283989961
2018-05-18,-0.0038177061586992522,-0.0021419176233390402
2018-05-21,0.005383681667709084,-0.0038177061586992522
2018-05-22,-0.0021093361180177794,0.005383681667709084
2018-05-23,0.006417024543699412,-0.0021093361180177794
2018-05-24,-2.0602625891719129e-4,0.006417024543699412
2018-05-25,0.001267969504372246,-2.0602625891719129e-4
2018-05-29,-0.005024845176855308,0.001267969504372246
2018-05-30,0.008864742632690437,-0.005024845176855308
2018-05-31,-0.0027280344628621833,0.008864742632690437
2018-06-01,0.01496514890387779,-0.0027280344628621833
2018-06-04,0.006876961968936612,0.01496514890387779
2018-06-05,0.004119560218171614,0.006876961968936612
2018-06-06,0.006704538135993587,0.004119560218171614
2018-06-07,-0.007069895556034211,0.006704538135993587
2018-06-08,0.0013664328593385733,-0.007069895556034211
2018-06-11,0.0018843515088011742,0.0013664328593385733
2018-06-12,0.005709552350184666,0.0018843515088011742
2018-06-13,-0.0010506639338156987,0.005709552350184666
2018-06-14,0.008454594172810914,-0.0010506639338156987
2018-06-15,-0.0018907285275293617,0.008454594172810914
2018-06-18,8.389403727981914e-5,-0.0018907285275293617
2018-06-19,-0.002771341329731669,8.389403727981914e-5
2018-06-20,0.007212201595004686,-0.002771341329731669
2018-06-21,-0.008849616950286077,0.007212201595004686
2018-06-22,-0.002613356232782138,-0.008849616950286077
2018-06-25,-0.021125496113384656,-0.002613356232782138
2018-06-26,0.003924852573787163,-0.021125496113384656
2018-06-27,-0.015533337880730969,0.003924852573787163
2018-06-28,0.007840168258907099,-0.015533337880730969
2018-06-29,8.81795412514208e-4,0.007840168258907099
2018-07-02,0.007612475513036898,8.81795412514208e-4
2018-07-03,-0.008628914446621394,0.007612475513036898
2018-07-05,0.011102201418500712,-0.008628914446621394
2018-07-06,0.01335026837691089,0.011102201418500712
2018-07-09,0.008781132145536219,0.01335026837691089
2018-07-10,3.8671255163968965e-4,0.008781132145536219
2018-07-11,-0.005504130561746479,3.8671255163968965e-4
2018-07-12,0.013810567038781585,-0.005504130561746479
2018-07-13,2.632679593475018e-4,0.013810567038781585
2018-07-16,-0.0025921399100496956,2.632679593475018e-4
2018-07-17,0.006308737607945147,-0.0025921399100496956
2018-07-18,-8.659386757337018e-5,0.006308737607945147
2018-07-19,-0.0037169201452833533,-8.659386757337018e-5
2018-07-20,-6.518947372207151e-4,-0.0037169201452833533
2018-07-23,0.002767186619701434,-6.518947372207151e-4
2018-07-24,-1.4029495651968205e-4,0.002767186619701434
2018-07-25,0.011598450616720157,-1.4029495651968205e-4
2018-07-26,-0.010144274299497269,0.011598450616720157
2018-07-27,-0.014722934030169554,-0.010144274299497269
2018-07-30,-0.013980443306998325,-0.014722934030169554
2018-07-31,0.0054621247390773675,-0.013980443306998325
2018-08-01,0.004616669251017669,0.0054621247390773675
2018-08-02,0.012301899239920644,0.004616669251017669
2018-08-03,0.0011937245672761776,0.012301899239920644
2018-08-06,0.0060836524154268545,0.0011937245672761776
2018-08-07,0.0030463673538427827,0.0060836524154268545
2018-08-08,5.921791659879716e-4,0.0030463673538427827
2018-08-09,4.372221887027905e-4,5.921791659879716e-4
2018-08-10,-0.006696394147988727,4.372221887027905e-4
2018-08-13,-0.002477825594418448,-0.006696394147988727
2018-08-14,0.006523696605063023,-0.002477825594418448
2018-08-15,-0.012370877626375787,0.006523696605063023
2018-08-16,0.004159001011764474,-0.012370877626375787
