date,price,z_n
2018-01-03,7065.52978515625,0.008332636701785745
2018-01-04,7077.91015625,0.0017506878534643278
2018-01-05,7136.56005859375,0.00825218728355459
2018-01-08,7157.39013671875,0.002914532733845121
2018-01-09,7163.580078125,8.644584408550315e-4
2018-01-10,7153.56982421875,-0.0013983586964876338
2018-01-11,7211.77978515625,0.008104262147179853
2018-01-12,7261.06005859375,0.006810061387406918
2018-01-16,7223.68994140625,-0.005159937189423758
2018-01-17,7298.27978515625,0.010272779947747779
2018-01-18,7296.0498046875,-3.055954673882866e-4
2018-01-19,7336.3798828125,0.005512437935738745
2018-01-22,7408.02978515625,0.009719001025395357
2018-01-23,7460.2900390625,0.007029774680555434
2018-01-24,7415.06005859375,-0.006081217525638394
2018-01-25,7411.16015625,-5.260818168331127e-4
2018-01-26,7505.77001953125,0.012685067344250456
2018-01-29,7466.509765625,-0.005244404252838564
2018-01-30,7402.47998046875,-0.008612579878180426
2018-01-31,7411.47998046875,0.0012150702622424348
2018-02-01,7385.85986328125,-0.0034628038632558145
2018-02-02,7240.9501953125,-0.019814902727970818
2018-02-05,6967.52978515625,-0.038491684997804754
2018-02-06,7115.8798828125,0.02106813455178269
2018-02-07,7051.97998046875,-0.009020464099426917
2018-02-08,6777.16015625,-0.03975026748981847
2018-02-09,6874.490234375,0.01425933487898412
2018-02-12,6981.9599609375,0.01551218097790219
2018-02-13,7013.509765625,0.004508581526369682
2018-02-14,7143.6201171875,0.018381411494061695
2018-02-15,7256.43017578125,0.015668329507535717
2018-02-16,7239.47021484375,-0.0023399676072681785
2018-02-20,7234.31005859375,-7.130350704702693e-4
2018-02-21,7218.22998046875,-0.002225226114822121
2018-02-22,7210.08984375,-0.0011283555786931743
2018-02-23,7337.39013671875,0.017501799981989308
2018-02-26,7421.4599609375,0.011392585865809934
2018-02-27,7330.35009765625,-0.01235252100109463
2018-02-28,7273.009765625,-0.007853073163015978
2018-03-01,7180.56005859375,-0.012792821286838674
2018-03-02,7257.8701171875,0.010709030898665262
2018-03-05,7330.7099609375,0.009985954582790058
2018-03-06,7372.009765625,0.00561799640889582
2018-03-07,7396.64990234375,0.0033368173057493067
2018-03-08,7427.9501953125,0.004222756671200756
2018-03-09,7560.81005859375,0.017728396583814643
2018-03-12,7588.31982421875,0.003631864810273555
2018-03-13,7511.009765625,-0.01024028698970092
2018-03-14,7496.81005859375,-0.001892308334559445
2018-03-15,7481.740234375,-0.0020121879632792883
2018-03-16,7481.990234375,3.341412765323071e-5
2018-03-19,7344.240234375,-0.018582466273707965
2018-03-20,7364.2998046875,0.0027276103129096896
2018-03-21,7345.2900390625,-0.0025846779427443067
2018-03-22,7166.68017578125,-0.024616765349245284
2018-03-23,6992.669921875,-0.024580085067823276
2018-03-26,7220.5400390625,0.032067301372975976
2018-03-27,7008.81005859375,-0.02976181025483804
2018-03-28,6949.22998046875,-0.008537078245364427
2018-03-29,7063.4501953125,0.016302769090529523
2018-04-02,6870.1201171875,-0.02775203796376502
2018-04-03,6941.27978515625,0.010304574212671724
2018-04-04,7042.10986328125,0.014421657157893009
